timestamp,open,high,low,close,volume
2024-01-01 00:00:00,25245.63,25263.576730933597,25202.48732266243,25261.14,3.37
2024-01-01 00:01:00,24812.02,24820.052192310715,24753.75470878873,24790.73,4.15
2024-01-01 00:02:00,24670.92,24691.364785053112,24606.254832175782,24630.8,0.77
2024-01-01 00:03:00,24583.85,24677.407949874378,24580.054274735612,24644.36,0.94
2024-01-01 00:04:00,25423.8,25496.353771697915,25380.246985703336,25412.76,4.05
2024-01-01 00:05:00,25343.01,25396.869532707697,25295.743850718078,25317.94,1.92
2024-01-01 00:06:00,24631.92,24635.8821015793,24533.66314868775,24624.25,4.68
2024-01-01 00:07:00,24839.58,24912.044982334148,24771.545189805292,24866.26,3.08
2024-01-01 00:08:00,24717.78,24751.35080559425,24611.6740354674,24699.29,2.2
2024-01-01 00:09:00,25311.59,25368.21824967166,25288.914337525384,25293.27,1.22
2024-01-01 00:10:00,25206.55,25228.80354662715,25109.297932614547,25181.71,3.83
2024-01-01 00:11:00,25362.72,25393.707457670193,25287.632328886866,25293.6,3.58
2024-01-01 00:12:00,24922.58,24952.802094549137,24860.797910215806,24912.5,4.33
2024-01-01 00:13:00,25022.79,25089.704181461817,24976.31848823172,25014.89,3.46
2024-01-01 00:14:00,25187.48,25219.35737723113,25122.890174523567,25160.88,0.84
2024-01-01 00:15:00,24608.63,24630.738646613645,24565.397941542513,24621.48,1.29
2024-01-01 00:16:00,24932.48,24953.33069478711,24878.63128847748,24899.89,3.83
2024-01-01 00:17:00,24552.4,24629.819184512162,24529.22803052616,24554.93,1.74
2024-01-01 00:18:00,25073.96,25151.851277703332,25058.511463043596,25133.86,3.73
2024-01-01 00:19:00,24605.08,24610.188804729238,24565.909013162614,24588.32,0.52
2024-01-01 00:20:00,25017.83,25093.34733622226,25013.445012094937,25020.21,2.61
2024-01-01 00:21:00,24948.48,24958.18129667724,24897.409524357005,24910.15,1.58
2024-01-01 00:22:00,24535.49,24577.73365854156,24521.905578409536,24551.79,2.82
2024-01-01 00:23:00,25201.13,25277.8871484627,25198.54568570177,25255.82,2.89
2024-01-01 00:24:00,25235.97,25313.457077004925,25222.001574733324,25245.76,1.17
2024-01-01 00:25:00,25445.55,25519.871587991503,25375.956930899418,25426.62,0.64
2024-01-01 00:26:00,25118.95,25215.809595734616,25114.054452358294,25158.34,1.13
2024-01-01 00:27:00,24855.57,24890.419801134947,24830.189840898856,24862.82,0.99
2024-01-01 00:28:00,24772.31,24851.350133719174,24766.815989975872,24833.88,1.62
2024-01-01 00:29:00,25361.65,25420.581674775218,25347.867699955823,25401.86,3.64
2024-01-01 00:30:00,25079.37,25163.0812506871,25071.6349020926,25151.11,0.93
2024-01-01 00:31:00,25336.45,25388.393169265226,25277.608642780157,25350.01,3.78
2024-01-01 00:32:00,24638.47,24666.596549805417,24545.25878657159,24570.23,2.9
2024-01-01 00:33:00,24936.74,24968.878718557415,24848.299991322256,24861.16,2.81
2024-01-01 00:34:00,24524.85,24578.377999496945,24496.075192988512,24560.71,3.43
2024-01-01 00:35:00,25290.63,25379.07307315753,25263.418540511822,25305.9,1.99
2024-01-01 00:36:00,24821.98,24887.245655407583,24784.20902901688,24837.04,1.55
2024-01-01 00:37:00,24736.83,24784.286052968695,24679.68527648339,24718.15,4.29
2024-01-01 00:38:00,24987.78,25004.381521985713,24899.42744683938,24964.3,4.66
2024-01-01 00:39:00,25041.59,25079.462072188897,24988.769991192687,25073.54,3.92
2024-01-01 00:40:00,24555.17,24625.1577203824,24536.719064195295,24591.31,2.2
2024-01-01 00:41:00,25396.58,25462.778642023673,25317.110353015552,25385.77,4.26
2024-01-01 00:42:00,25220.24,25264.78293117032,25164.780280030776,25235.59,3.17
2024-01-01 00:43:00,24956.41,25005.24021168011,24890.917621512446,24967.76,0.63
2024-01-01 00:44:00,24618.64,24666.96742782501,24606.135921815337,24657.46,0.99
2024-01-01 00:45:00,25044.81,25076.48792392625,25024.995782418035,25075.46,1.52
2024-01-01 00:46:00,24614.69,24648.62140398099,24539.26495073905,24648.39,1.77
2024-01-01 00:47:00,25077.12,25127.668327105228,25056.704373366814,25063.91,1.56
2024-01-01 00:48:00,25048.76,25073.90302719175,24925.005302091875,24955.92,3.5
2024-01-01 00:49:00,24504.14,24571.69266944507,24490.83675468534,24570.28,4.07
2024-01-01 00:50:00,24626.96,24680.419481890258,24558.996762914354,24563.27,3.83
2024-01-01 00:51:00,25437.75,25509.461653879593,25393.00911278026,25404.6,2.17
2024-01-01 00:52:00,25294.03,25379.11872910304,25266.581756406184,25335.75,1.7
2024-01-01 00:53:00,25276.64,25290.30423991105,25199.50222599295,25243.69,4.62
2024-01-01 00:54:00,25283.99,25308.100602124312,25206.162380045,25213.12,4.89
2024-01-01 00:55:00,24503.57,24594.138735802117,24491.836719169845,24589.24,3.16
2024-01-01 00:56:00,24612.33,24622.920584129763,24550.149739960038,24608.28,4.06
2024-01-01 00:57:00,25353.62,25357.88782389153,25301.46344505588,25346.34,1.98
2024-01-01 00:58:00,25090.27,25153.375328329497,25081.39270794908,25134.0,2.61
2024-01-01 00:59:00,24525.44,24557.20220528785,24452.300791900765,24456.36,3.91
2024-01-01 01:00:00,24717.94,24762.428530563226,24669.499476135356,24736.11,4.08
2024-01-01 01:01:00,25122.03,25123.638149226597,25003.07205804204,25072.15,3.26
2024-01-01 01:02:00,25019.19,25143.58322399593,25013.85460870678,25116.05,0.6
2024-01-01 01:03:00,24741.22,24779.480465848348,24694.66488617174,24747.73,0.96
2024-01-01 01:04:00,24803.31,24879.135307351036,24783.92948229642,24801.15,1.35
2024-01-01 01:05:00,25038.54,25041.78944230322,24918.23845226938,25017.08,3.22
2024-01-01 01:06:00,24618.48,24632.97415289446,24486.337230380806,24535.1,0.66
2024-01-01 01:07:00,25177.76,25256.648430174893,25169.386409322346,25244.53,2.98
2024-01-01 01:08:00,25354.03,25446.700389660375,25337.848036804142,25427.42,0.6
2024-01-01 01:09:00,24701.29,24734.15618988271,24621.004894853202,24691.28,1.47
2024-01-01 01:10:00,24742.89,24746.235874530714,24605.309861384783,24609.78,2.64
2024-01-01 01:11:00,24539.5,24544.867813724628,24472.74067314814,24475.36,0.81
2024-01-01 01:12:00,25226.0,25230.174220376768,25149.146864434406,25169.34,2.23
2024-01-01 01:13:00,25229.71,25245.516648322387,25142.49724793114,25219.46,1.96
2024-01-01 01:14:00,24642.28,24693.708640780624,24591.687677233873,24674.32,4.29
2024-01-01 01:15:00,25368.4,25422.39480411776,25291.03437920545,25387.04,3.79
2024-01-01 01:16:00,25119.25,25170.919933790276,25073.601874295364,25165.94,3.09
2024-01-01 01:17:00,25284.02,25324.489087203412,25213.71560791577,25283.41,0.85
2024-01-01 01:18:00,24685.01,24743.343315701823,24652.078486853563,24722.28,2.02
2024-01-01 01:19:00,25363.23,25364.260264404435,25302.45621871251,25324.58,1.7
2024-01-01 01:20:00,24834.51,24837.17864551787,24759.935776042905,24772.41,1.9
2024-01-01 01:21:00,25352.83,25370.54186663944,25294.35941050202,25294.41,0.95
2024-01-01 01:22:00,24640.86,24641.733349543472,24542.17279091401,24549.53,4.46
2024-01-01 01:23:00,24752.06,24821.304507368266,24702.195250980094,24763.96,2.52
2024-01-01 01:24:00,25497.41,25505.709582793545,25424.373842554563,25424.73,2.67
2024-01-01 01:25:00,25108.66,25124.71522103761,25061.37448867208,25076.15,2.17
2024-01-01 01:26:00,24830.14,24833.12489521277,24676.454252774587,24825.16,0.69
2024-01-01 01:27:00,25306.27,25368.28339719945,25303.341168823932,25352.6,4.72
2024-01-01 01:28:00,25346.97,25432.188367174487,25344.350247766564,25363.17,1.11
2024-01-01 01:29:00,25282.91,25292.986707824028,25235.681412765105,25259.85,3.57
2024-01-01 01:30:00,24836.58,24897.58320216402,24807.36173051476,24890.81,3.12
2024-01-01 01:31:00,25309.96,25377.51747431084,25255.447396932006,25258.58,3.28
2024-01-01 01:32:00,24782.69,24883.33850754429,24782.639688280116,24880.05,3.68
2024-01-01 01:33:00,25116.22,25191.576237565805,25107.08991271328,25178.48,1.66
2024-01-01 01:34:00,24971.64,25075.540551317383,24943.641833639234,25018.46,1.76
2024-01-01 01:35:00,24979.04,25024.284867124177,24962.153864285137,24976.64,1.62
2024-01-01 01:36:00,25062.35,25097.220924655103,24998.91802381171,25010.4,3.67
2024-01-01 01:37:00,25055.24,25061.611574858725,24990.618553533837,25059.39,3.45
2024-01-01 01:38:00,24883.73,24896.332155358923,24750.08848503213,24878.6,1.75
